Time,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
0:39:10,0.044,0.042,0.042,0.042,0.046,0.043,0.046,0.045,0.044,0.045,0.044,0.045,0.042,0.042,0.042,0.043,0.043,0.044,0.044,0.045,0.043,0.044,0.046,0.045,0.042,0.042,0.042,0.042,0.042,0.043,0.043,0.042,0.044,0.045,0.044,0.046,0.041,0.042,0.042,0.042,0.042,0.044,0.043,0.045,0.044,0.043,0.043,0.045,0.043,0.041,0.043,0.042,0.043,0.042,0.045,0.043,0.044,0.044,0.045,0.046,0.041,0.042,0.042,0.043,0.044,0.042,0.045,0.046,0.044,0.046,0.044,0.044,0.042,0.042,0.042,0.042,0.041,0.042,0.044,0.045,0.044,0.044,0.042,0.045,0.04,0.04,0.041,0.041,0.041,0.04,0.04,0.04,0.042,0.043,0.043,0.043
1:19:10,0.048,0.044,0.044,0.047,0.056,0.054,0.056,0.055,0.055,0.057,0.055,0.055,0.045,0.045,0.046,0.046,0.053,0.054,0.054,0.055,0.055,0.058,0.056,0.056,0.045,0.044,0.045,0.046,0.052,0.053,0.054,0.052,0.054,0.057,0.055,0.056,0.044,0.045,0.047,0.046,0.051,0.052,0.053,0.054,0.055,0.053,0.054,0.056,0.045,0.042,0.047,0.046,0.051,0.051,0.053,0.053,0.055,0.054,0.055,0.055,0.042,0.044,0.045,0.046,0.052,0.051,0.053,0.054,0.053,0.056,0.054,0.054,0.044,0.044,0.044,0.045,0.048,0.049,0.052,0.052,0.053,0.053,0.051,0.054,0.042,0.042,0.044,0.044,0.046,0.046,0.045,0.047,0.051,0.051,0.052,0.053
1:59:10,0.054,0.049,0.05,0.051,0.068,0.066,0.07,0.068,0.071,0.075,0.075,0.071,0.049,0.049,0.051,0.05,0.066,0.068,0.071,0.073,0.071,0.073,0.076,0.075,0.05,0.049,0.049,0.051,0.067,0.067,0.069,0.066,0.074,0.072,0.074,0.076,0.047,0.049,0.052,0.05,0.067,0.065,0.07,0.07,0.073,0.071,0.073,0.075,0.049,0.047,0.051,0.051,0.059,0.059,0.064,0.063,0.072,0.072,0.071,0.069,0.045,0.048,0.049,0.051,0.06,0.06,0.063,0.062,0.066,0.071,0.071,0.073,0.048,0.048,0.049,0.05,0.057,0.054,0.061,0.059,0.065,0.069,0.066,0.068,0.044,0.045,0.047,0.048,0.052,0.052,0.052,0.054,0.063,0.061,0.067,0.067
2:39:10,0.056,0.052,0.055,0.056,0.079,0.081,0.086,0.083,0.098,0.099,0.101,0.103,0.052,0.052,0.054,0.054,0.083,0.082,0.092,0.089,0.095,0.1,0.106,0.106,0.053,0.05,0.053,0.055,0.082,0.082,0.091,0.086,0.101,0.099,0.103,0.107,0.05,0.051,0.055,0.054,0.073,0.076,0.087,0.092,0.1,0.104,0.104,0.103,0.053,0.049,0.055,0.054,0.072,0.069,0.076,0.073,0.096,0.101,0.097,0.097,0.048,0.049,0.053,0.054,0.07,0.07,0.072,0.074,0.083,0.091,0.098,0.097,0.049,0.048,0.049,0.051,0.061,0.063,0.071,0.068,0.075,0.079,0.09,0.091,0.047,0.047,0.048,0.052,0.06,0.056,0.058,0.053,0.072,0.069,0.087,0.091
3:19:10,0.056,0.053,0.057,0.056,0.1,0.105,0.115,0.113,0.136,0.141,0.153,0.151,0.052,0.055,0.055,0.056,0.101,0.11,0.122,0.12,0.139,0.14,0.162,0.155,0.054,0.052,0.054,0.056,0.103,0.098,0.116,0.119,0.157,0.137,0.155,0.155,0.051,0.052,0.057,0.054,0.089,0.095,0.109,0.118,0.146,0.156,0.152,0.152,0.052,0.05,0.056,0.055,0.071,0.074,0.084,0.075,0.126,0.148,0.139,0.146,0.046,0.05,0.052,0.055,0.07,0.07,0.075,0.074,0.105,0.103,0.141,0.143,0.049,0.05,0.05,0.051,0.064,0.063,0.069,0.072,0.085,0.086,0.128,0.127,0.046,0.049,0.048,0.051,0.061,0.057,0.058,0.062,0.081,0.073,0.119,0.13
3:59:10,0.056,0.052,0.054,0.057,0.136,0.126,0.178,0.163,0.218,0.223,0.224,0.222,0.052,0.052,0.055,0.055,0.141,0.14,0.173,0.174,0.224,0.235,0.241,0.23,0.053,0.051,0.054,0.055,0.122,0.128,0.17,0.167,0.235,0.237,0.24,0.23,0.049,0.051,0.055,0.053,0.095,0.103,0.138,0.149,0.228,0.233,0.227,0.232,0.05,0.049,0.055,0.055,0.069,0.073,0.085,0.079,0.167,0.225,0.221,0.219,0.046,0.048,0.052,0.054,0.065,0.065,0.074,0.073,0.128,0.128,0.217,0.205,0.05,0.05,0.052,0.051,0.058,0.061,0.065,0.066,0.088,0.091,0.184,0.185,0.047,0.048,0.048,0.051,0.057,0.051,0.056,0.059,0.081,0.082,0.165,0.159
4:39:10,0.054,0.051,0.054,0.056,0.174,0.168,0.259,0.24,0.364,0.366,0.355,0.35,0.05,0.051,0.054,0.053,0.19,0.203,0.267,0.272,0.366,0.385,0.377,0.358,0.051,0.049,0.052,0.052,0.156,0.168,0.253,0.244,0.388,0.382,0.367,0.358,0.047,0.051,0.054,0.051,0.114,0.114,0.195,0.195,0.38,0.366,0.371,0.351,0.049,0.048,0.052,0.054,0.061,0.065,0.088,0.08,0.251,0.356,0.348,0.334,0.045,0.047,0.051,0.052,0.06,0.059,0.067,0.066,0.169,0.161,0.338,0.313,0.048,0.049,0.049,0.05,0.053,0.055,0.058,0.057,0.087,0.081,0.27,0.279,0.045,0.047,0.046,0.051,0.049,0.049,0.052,0.053,0.072,0.072,0.234,0.235
5:19:10,0.051,0.047,0.053,0.053,0.224,0.212,0.366,0.323,0.585,0.568,0.544,0.519,0.047,0.05,0.052,0.05,0.255,0.261,0.363,0.385,0.624,0.633,0.617,0.551,0.048,0.048,0.05,0.053,0.203,0.209,0.348,0.351,0.61,0.63,0.608,0.555,0.046,0.048,0.052,0.051,0.115,0.125,0.271,0.258,0.622,0.598,0.589,0.52,0.047,0.046,0.052,0.051,0.059,0.058,0.087,0.072,0.374,0.543,0.515,0.492,0.044,0.047,0.048,0.05,0.055,0.055,0.061,0.062,0.241,0.207,0.498,0.474,0.045,0.045,0.048,0.047,0.048,0.05,0.053,0.052,0.086,0.076,0.399,0.381,0.043,0.043,0.045,0.047,0.046,0.044,0.047,0.047,0.065,0.067,0.321,0.311
5:59:10,0.049,0.046,0.05,0.05,0.273,0.268,0.529,0.427,0.848,0.864,0.806,0.792,0.045,0.047,0.05,0.05,0.3,0.327,0.561,0.57,0.874,0.88,0.857,0.821,0.046,0.046,0.049,0.049,0.247,0.259,0.497,0.487,0.869,0.866,0.842,0.819,0.046,0.046,0.05,0.047,0.117,0.134,0.345,0.325,0.854,0.827,0.823,0.799,0.045,0.045,0.049,0.05,0.053,0.055,0.082,0.074,0.566,0.812,0.785,0.757,0.041,0.043,0.047,0.049,0.05,0.051,0.057,0.055,0.3,0.245,0.77,0.735,0.043,0.043,0.045,0.046,0.045,0.045,0.05,0.047,0.077,0.072,0.581,0.521,0.038,0.04,0.042,0.045,0.042,0.044,0.042,0.043,0.06,0.062,0.408,0.374
6:39:10,0.046,0.043,0.047,0.048,0.305,0.301,0.719,0.62,1.046,1.047,0.969,0.96,0.043,0.045,0.048,0.048,0.347,0.39,0.765,0.787,1.094,1.099,1.031,0.996,0.044,0.044,0.048,0.048,0.272,0.3,0.683,0.699,1.092,1.088,1.017,0.975,0.043,0.044,0.049,0.046,0.124,0.136,0.46,0.39,1.074,1.011,0.996,0.968,0.043,0.043,0.047,0.048,0.051,0.053,0.078,0.066,0.749,0.987,0.954,0.92,0.039,0.042,0.045,0.048,0.049,0.046,0.052,0.052,0.39,0.292,0.93,0.893,0.041,0.042,0.044,0.044,0.042,0.043,0.047,0.046,0.07,0.065,0.785,0.708,0.04,0.039,0.04,0.044,0.041,0.039,0.04,0.042,0.056,0.054,0.545,0.473
7:19:10,0.043,0.041,0.044,0.045,0.349,0.334,0.823,0.698,1.194,1.196,1.125,1.128,0.042,0.043,0.047,0.047,0.422,0.51,0.871,0.89,1.217,1.217,1.193,1.14,0.042,0.042,0.047,0.047,0.323,0.341,0.792,0.814,1.211,1.21,1.166,1.121,0.041,0.043,0.048,0.045,0.121,0.139,0.597,0.509,1.208,1.174,1.159,1.106,0.041,0.042,0.047,0.047,0.049,0.05,0.073,0.063,0.904,1.15,1.11,1.042,0.039,0.04,0.045,0.046,0.046,0.044,0.049,0.051,0.587,0.351,1.068,1.03,0.04,0.039,0.042,0.042,0.041,0.042,0.049,0.044,0.068,0.061,0.897,0.84,0.034,0.036,0.039,0.041,0.038,0.038,0.039,0.038,0.053,0.054,0.636,0.58
