Time,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
0:39:10,0.06,0.063,0.063,0.064,0.063,0.062,0.058,0.061,0.061,0.058,0.057,0.059,0.065,0.061,0.064,0.063,0.063,0.063,0.059,0.063,0.063,0.06,0.06,0.071,0.061,0.062,0.064,0.062,0.062,0.063,0.059,0.063,0.064,0.059,0.059,0.058,0.063,0.061,0.063,0.064,0.062,0.064,0.061,0.064,0.064,0.061,0.059,0.06,0.062,0.06,0.062,0.062,0.063,0.063,0.06,0.064,0.064,0.06,0.06,0.059,0.062,0.062,0.063,0.063,0.064,0.064,0.06,0.064,0.064,0.06,0.059,0.059,0.061,0.062,0.062,0.063,0.064,0.064,0.059,0.064,0.065,0.061,0.06,0.059,0.061,0.063,0.064,0.065,0.064,0.065,0.059,0.063,0.065,0.064,0.058,0.059
1:19:10,0.074,0.078,0.08,0.082,0.078,0.077,0.066,0.075,0.075,0.066,0.067,0.066,0.081,0.074,0.076,0.077,0.077,0.076,0.068,0.075,0.076,0.068,0.067,0.079,0.077,0.078,0.081,0.076,0.076,0.076,0.067,0.077,0.076,0.067,0.065,0.065,0.079,0.077,0.078,0.079,0.077,0.079,0.068,0.077,0.077,0.068,0.066,0.067,0.079,0.075,0.078,0.078,0.078,0.08,0.069,0.079,0.079,0.067,0.067,0.065,0.079,0.078,0.08,0.081,0.079,0.08,0.068,0.081,0.08,0.067,0.066,0.066,0.078,0.077,0.079,0.079,0.082,0.081,0.068,0.08,0.081,0.069,0.067,0.066,0.079,0.079,0.081,0.083,0.081,0.082,0.067,0.08,0.08,0.072,0.064,0.065
1:59:10,0.095,0.097,0.093,0.093,0.086,0.086,0.072,0.084,0.082,0.071,0.073,0.072,0.098,0.09,0.088,0.09,0.086,0.085,0.073,0.084,0.085,0.074,0.071,0.084,0.1,0.1,0.096,0.095,0.085,0.085,0.072,0.086,0.085,0.072,0.071,0.069,0.103,0.102,0.096,0.095,0.087,0.089,0.074,0.086,0.085,0.072,0.07,0.071,0.104,0.1,0.104,0.104,0.097,0.096,0.073,0.092,0.092,0.072,0.072,0.069,0.102,0.104,0.104,0.098,0.098,0.099,0.074,0.095,0.091,0.073,0.07,0.07,0.102,0.096,0.103,0.108,0.097,0.1,0.073,0.096,0.099,0.073,0.071,0.07,0.103,0.104,0.105,0.107,0.099,0.099,0.071,0.095,0.094,0.076,0.069,0.07
2:39:10,0.123,0.119,0.098,0.1,0.091,0.088,0.074,0.084,0.084,0.073,0.074,0.073,0.123,0.119,0.094,0.098,0.088,0.086,0.074,0.084,0.086,0.074,0.072,0.084,0.135,0.135,0.116,0.114,0.091,0.087,0.072,0.088,0.086,0.072,0.069,0.069,0.137,0.135,0.124,0.112,0.096,0.095,0.074,0.087,0.089,0.072,0.07,0.071,0.141,0.135,0.132,0.133,0.118,0.115,0.073,0.103,0.104,0.072,0.072,0.069,0.142,0.142,0.135,0.14,0.12,0.122,0.073,0.114,0.108,0.073,0.07,0.07,0.141,0.136,0.133,0.137,0.124,0.122,0.076,0.116,0.121,0.073,0.07,0.07,0.142,0.144,0.138,0.14,0.126,0.13,0.072,0.114,0.112,0.077,0.069,0.07
3:19:10,0.151,0.147,0.097,0.097,0.08,0.08,0.071,0.078,0.073,0.071,0.072,0.07,0.161,0.153,0.098,0.098,0.082,0.079,0.072,0.078,0.08,0.073,0.069,0.082,0.182,0.183,0.135,0.137,0.089,0.085,0.072,0.08,0.081,0.07,0.067,0.068,0.192,0.187,0.161,0.137,0.093,0.098,0.071,0.084,0.085,0.071,0.067,0.069,0.197,0.19,0.189,0.18,0.139,0.142,0.071,0.113,0.116,0.069,0.07,0.067,0.199,0.197,0.185,0.182,0.147,0.148,0.072,0.13,0.12,0.071,0.068,0.068,0.197,0.193,0.183,0.183,0.155,0.155,0.07,0.143,0.149,0.071,0.069,0.068,0.2,0.197,0.186,0.185,0.164,0.153,0.069,0.14,0.13,0.074,0.068,0.068
3:59:10,0.187,0.175,0.092,0.091,0.072,0.071,0.068,0.068,0.064,0.067,0.068,0.067,0.208,0.202,0.091,0.093,0.074,0.071,0.07,0.071,0.074,0.07,0.066,0.079,0.254,0.255,0.163,0.159,0.081,0.079,0.068,0.073,0.073,0.067,0.065,0.066,0.266,0.26,0.21,0.171,0.091,0.088,0.071,0.077,0.076,0.066,0.065,0.066,0.273,0.27,0.248,0.243,0.17,0.158,0.067,0.125,0.12,0.066,0.066,0.065,0.278,0.28,0.262,0.264,0.188,0.186,0.067,0.156,0.126,0.067,0.065,0.065,0.275,0.277,0.264,0.255,0.201,0.191,0.067,0.172,0.183,0.067,0.066,0.066,0.282,0.273,0.261,0.265,0.203,0.203,0.065,0.157,0.16,0.071,0.065,0.064
4:39:10,0.215,0.212,0.083,0.086,0.063,0.062,0.062,0.061,0.058,0.063,0.064,0.063,0.278,0.267,0.091,0.094,0.067,0.065,0.066,0.064,0.065,0.066,0.063,0.076,0.344,0.354,0.196,0.191,0.074,0.072,0.063,0.066,0.066,0.062,0.061,0.06,0.365,0.369,0.28,0.235,0.087,0.083,0.064,0.072,0.07,0.063,0.061,0.063,0.388,0.381,0.353,0.351,0.213,0.189,0.064,0.137,0.121,0.062,0.062,0.059,0.387,0.395,0.37,0.372,0.247,0.229,0.063,0.181,0.137,0.064,0.062,0.062,0.39,0.394,0.379,0.364,0.275,0.266,0.063,0.2,0.238,0.063,0.062,0.061,0.394,0.373,0.351,0.361,0.28,0.263,0.062,0.192,0.172,0.065,0.06,0.059
5:19:10,0.254,0.253,0.076,0.076,0.056,0.055,0.057,0.055,0.048,0.057,0.058,0.058,0.356,0.358,0.083,0.084,0.06,0.06,0.061,0.058,0.059,0.061,0.058,0.073,0.461,0.485,0.252,0.23,0.068,0.065,0.059,0.061,0.061,0.058,0.057,0.056,0.508,0.528,0.386,0.321,0.081,0.079,0.06,0.065,0.064,0.058,0.058,0.065,0.56,0.566,0.544,0.54,0.262,0.218,0.059,0.132,0.122,0.058,0.058,0.054,0.567,0.577,0.587,0.573,0.326,0.304,0.058,0.217,0.136,0.059,0.057,0.057,0.564,0.582,0.57,0.57,0.351,0.343,0.058,0.237,0.305,0.059,0.057,0.056,0.566,0.536,0.554,0.548,0.379,0.348,0.056,0.225,0.196,0.063,0.056,0.056
5:59:10,0.299,0.294,0.072,0.066,0.049,0.048,0.051,0.048,0.041,0.052,0.052,0.052,0.478,0.475,0.075,0.079,0.055,0.054,0.055,0.052,0.053,0.055,0.054,0.066,0.657,0.685,0.315,0.282,0.061,0.059,0.054,0.056,0.056,0.053,0.053,0.051,0.707,0.719,0.578,0.423,0.077,0.073,0.055,0.06,0.058,0.054,0.053,0.053,0.734,0.748,0.748,0.738,0.324,0.246,0.054,0.143,0.121,0.053,0.053,0.05,0.736,0.751,0.777,0.762,0.442,0.392,0.054,0.242,0.138,0.054,0.052,0.052,0.735,0.756,0.769,0.754,0.495,0.476,0.053,0.278,0.379,0.053,0.052,0.052,0.727,0.716,0.749,0.75,0.537,0.476,0.053,0.266,0.214,0.056,0.052,0.053
6:39:10,0.37,0.362,0.064,0.059,0.043,0.042,0.047,0.043,0.037,0.047,0.048,0.047,0.625,0.616,0.072,0.073,0.05,0.049,0.05,0.048,0.048,0.05,0.05,0.062,0.824,0.855,0.419,0.345,0.056,0.054,0.05,0.05,0.05,0.049,0.049,0.047,0.865,0.887,0.738,0.539,0.071,0.067,0.051,0.054,0.054,0.05,0.049,0.049,0.904,0.914,0.948,0.935,0.4,0.305,0.049,0.145,0.117,0.049,0.049,0.045,0.906,0.924,0.977,0.972,0.586,0.5,0.049,0.272,0.13,0.05,0.048,0.048,0.907,0.923,0.963,0.956,0.624,0.601,0.048,0.314,0.498,0.049,0.048,0.047,0.888,0.875,0.923,0.927,0.676,0.591,0.047,0.303,0.226,0.053,0.047,0.047
